Walls U Value,Walls Area,Floor U Value,Floor Area,Roof U value,Roof Area,Maintenance Factor,Mid-pane U value,Av Frame Width,Glazing g,Frame U value,Psi Factor,Infiltration Rate,Ventilation Rate,Shelter Factor,TFA,Volume,Occupants,Metabolic Gains,Electrical Gains,MVHR efficiency,W1H,W1W,W1A,W1B,W1dir,W2H,W2W,W2A,W2B,W2dir,W3H,W3W,W3A,W3B,W3dir,W4H,W4W,W4A,W4B,W4dir,Linear TB coef,length of TB,Point TB coef,Number of point TB,Floors,Total Heating E
0.07,758.86,0.02,359.75,0.08,447.66,0.69,1.19,1.38,0.74,1.96,0.07,1.24,21.67,0.07,846.51,7619.19,105.8,1.03,1.28,0.86,7.23,4.74,13.3,135.92,3,10.73,6.04,15.57,15.54,93,9.57,7.41,55.93,90.71,183,3.4,14.76,30.17,136.61,273,0.22,492.23,15.07,446.41,3.0,755.0
0.05,897.68,0.07,308.32,0.15,356.11,0.84,2.68,3.12,0.53,1.14,0.04,1.83,8.35,0.09,2095.66,53677.47,384.14,4.33,1.4,0.33,6.23,29.43,16.26,135.27,30,11.69,15.09,56.31,91.81,120,43.83,3.2,69.36,133.8,210,12.76,10.11,62.25,96.53,300,-0.03,383.9,26.4,175.53,8.0,329.91
0.06,682.52,0.07,501.69,0.17,616.13,0.32,4.97,0.99,0.8,2.63,0.06,1.01,13.51,0.08,1356.33,13626.18,336.09,1.47,1.15,0.42,12.6,5.49,51.54,173.35,79,19.08,6.64,51.8,141.68,169,3.91,46.49,57.77,167.69,259,4.79,25.91,22.27,9.74,349,0.1,482.11,4.98,688.28,3.0,447.64
0.11,55.0,0.03,652.01,0.13,713.48,0.67,3.53,0.44,0.82,0.84,0.07,2.38,25.8,0.05,621.89,1852.38,116.74,1.52,0.86,0.69,5.5,11.56,81.1,88.8,63,1.75,20.77,32.04,151.91,153,25.66,3.14,0.59,92.95,243,4.41,14.05,59.06,106.9,333,0.17,108.8,27.77,215.17,1.0,951.4
0.11,1761.88,0.04,2018.93,0.14,2595.28,0.21,1.84,2.28,0.7,1.89,0.07,5.39,14.14,0.04,9928.94,180290.4,384.59,2.15,1.23,0.36,17.03,18.48,74.65,115.57,76,8.77,120.3,55.24,70.18,166,99.43,6.21,37.95,51.87,256,8.28,71.66,15.11,107.94,346,0.38,237.99,28.21,3529.29,6.0,1018.88
0.1,919.8,0.14,1414.52,0.09,1647.16,0.58,2.62,2.34,0.39,0.64,0.06,1.16,25.6,0.07,6798.11,106612.08,148.99,2.94,1.5,0.95,27.65,20.45,88.67,9.06,84,6.61,41.29,39.46,51.27,174,50.06,14.6,48.76,82.56,264,69.43,11.67,72.61,78.84,354,-0.05,1548.68,21.59,1976.55,6.0,597.14
0.12,1520.8,0.08,298.68,0.06,324.73,0.48,1.12,0.6,0.51,0.92,0.06,5.04,15.55,0.05,1157.42,26666.87,225.92,4.36,1.42,0.7,18.89,4.91,73.17,108.74,77,11.85,2.73,21.18,17.37,167,17.97,6.47,53.38,15.52,257,11.7,11.01,68.89,79.84,347,0.03,143.23,2.89,867.4,5.0,359.03
0.15,888.12,0.17,1116.8,0.13,1433.69,0.89,2.01,1.11,0.62,1.75,0.06,5.93,6.71,0.09,3021.0,32169.76,425.94,3.29,1.46,0.93,41.56,5.39,74.74,9.93,39,8.42,38.13,89.12,90.97,129,18.92,6.15,71.03,141.53,219,40.47,6.8,35.69,44.33,309,0.35,321.18,24.43,371.49,3.0,434.51
0.16,1150.69,0.14,302.56,0.08,328.23,0.89,1.51,1.96,0.79,2.29,0.05,0.96,10.93,0.08,2034.06,49475.05,437.25,3.36,0.79,0.49,34.0,2.48,41.44,148.07,73,11.13,8.42,68.66,27.44,163,9.88,11.43,11.88,20.78,253,13.41,10.15,62.86,70.14,343,0.26,513.76,18.45,414.1,7.0,426.98
0.03,653.99,0.03,1702.58,0.04,1935.53,0.66,3.17,0.54,0.51,0.39,0.04,4.5,9.61,0.1,2814.48,15010.48,445.06,3.63,1.31,0.67,2.23,24.82,23.23,62.59,15,19.97,7.68,4.45,156.21,105,9.9,13.07,88.78,15.81,195,8.53,16.45,34.63,16.67,285,0.2,583.75,17.85,0.0,2.0,84.76
0.05,974.82,0.17,341.61,0.05,424.35,0.17,0.89,1.15,0.45,1.72,0.06,1.94,9.56,0.09,1226.33,16759.18,80.23,1.02,1.0,0.84,23.41,2.11,38.97,37.45,26,6.71,4.74,16.71,64.39,116,5.31,11.83,7.68,28.45,206,10.63,4.92,64.79,90.51,296,0.22,617.57,12.54,671.6,5.0,691.6
0.12,422.96,0.06,573.85,0.14,669.56,0.32,4.69,1.38,0.79,0.16,0.05,1.9,13.74,0.06,1572.69,14260.96,195.99,1.32,1.0,0.75,13.65,4.91,61.65,87.95,33,6.79,15.59,1.19,21.93,123,3.65,13.51,53.32,116.35,213,14.6,3.09,55.65,75.84,303,0.17,518.24,6.25,863.09,3.0,397.47
0.07,2606.34,0.17,579.14,0.11,647.07,0.85,4.15,1.68,0.37,0.5,0.07,0.64,6.01,0.09,3244.56,110345.37,732.89,3.33,1.37,0.47,12.37,12.12,37.78,126.56,50,4.2,57.68,34.84,62.26,140,5.05,56.1,3.89,128.17,230,29.75,10.01,73.56,39.93,320,0.29,885.64,14.05,2505.12,8.0,1375.25
0.1,527.16,0.18,1489.93,0.16,1525.88,0.36,3.58,0.9,0.84,1.68,0.03,3.7,12.91,0.08,6790.47,97346.06,686.91,1.86,1.33,0.87,16.69,47.94,20.57,119.22,63,22.76,7.14,86.7,161.63,153,23.74,35.3,34.8,178.95,243,27.28,21.12,73.81,33.72,333,0.05,425.76,26.58,964.93,5.0,502.26
0.08,523.13,0.04,1137.85,0.14,1365.19,0.21,1.84,1.12,0.83,0.51,0.07,3.4,27.91,0.07,7348.44,157982.47,235.64,1.97,0.76,0.78,8.11,129.75,79.2,18.66,66,41.52,17.0,58.23,158.18,156,64.9,8.89,2.53,144.15,246,14.29,37.16,57.75,129.53,336,0.29,680.18,20.57,868.63,7.0,383.04
0.05,347.32,0.16,490.34,0.16,514.98,0.88,1.32,0.26,0.33,2.32,0.06,4.29,21.67,0.09,808.27,3946.61,147.81,1.84,0.79,0.43,2.16,22.51,63.43,92.17,62,16.01,1.96,79.84,65.26,152,11.81,6.47,11.26,124.65,242,6.41,7.1,82.96,46.54,332,-0.02,308.5,29.2,577.74,2.0,1954.21
0.03,552.3,0.12,1206.97,0.16,1369.32,0.2,2.48,0.6,0.37,0.22,0.05,2.26,22.34,0.08,2134.07,15730.48,150.77,1.19,0.74,0.51,25.11,4.02,88.4,35.17,60,34.32,4.45,69.87,117.24,150,6.63,11.48,64.19,134.87,240,15.01,12.16,71.0,102.31,330,0.22,5.61,19.76,730.21,2.0,683.88
0.17,1444.25,0.14,783.52,0.14,823.56,0.3,1.63,2.2,0.71,0.74,0.05,0.76,18.44,0.05,3266.67,55356.03,95.13,3.08,0.98,0.8,12.77,28.45,11.81,139.3,20,28.45,9.24,47.87,115.42,110,12.69,26.66,84.32,175.5,200,7.81,31.24,55.16,160.61,290,0.37,787.68,21.86,1156.58,5.0,706.66
0.03,1022.36,0.17,1702.07,0.03,1852.33,0.44,3.38,1.02,0.53,2.97,0.06,4.7,24.12,0.09,4417.15,38231.06,839.75,4.43,1.36,0.69,8.36,19.8,66.56,103.73,37,14.73,11.67,8.78,178.26,127,7.31,34.54,65.24,79.92,217,19.89,10.31,9.13,55.95,307,-0.04,584.46,26.62,2385.99,3.0,1416.5
0.17,1221.62,0.04,146.78,0.03,170.05,0.35,3.98,1.8,0.41,0.09,0.04,1.43,16.79,0.09,460.87,7799.81,91.79,2.29,1.42,0.85,6.23,5.39,51.39,106.41,56,9.25,3.22,51.54,179.85,146,2.88,8.87,43.9,134.91,236,2.81,6.08,59.85,134.84,326,0.32,308.71,22.03,1252.5,4.0,5357.9
0.09,1623.8,0.08,765.49,0.16,770.76,0.2,1.14,0.9,0.33,1.96,0.06,2.82,21.86,0.04,4023.97,67153.6,201.5,2.84,1.33,0.58,20.11,18.53,33.73,98.04,62,34.71,4.75,21.49,124.79,152,18.74,15.18,37.98,51.62,242,5.27,27.23,57.79,167.23,332,0.4,282.27,4.74,1245.17,6.0,188.7
0.1,2031.35,0.12,1680.61,0.17,1881.34,0.38,3.67,1.12,0.4,2.41,0.05,1.04,21.76,0.09,12697.69,309306.21,427.73,2.85,1.26,0.43,16.68,49.57,23.75,135.67,44,57.59,7.46,16.31,105.09,134,17.71,22.36,24.86,76.18,224,5.54,114.37,14.09,46.76,314,0.08,52.48,28.38,2738.88,8.0,629.68
0.09,1464.42,0.04,1236.66,0.08,1328.78,0.83,1.14,0.84,0.3,1.07,0.06,3.22,27.9,0.05,6228.54,146133.71,950.29,2.83,1.49,0.59,15.84,32.32,85.97,44.79,25,58.3,16.38,67.0,113.33,115,68.37,8.86,32.71,164.25,205,11.52,30.96,30.04,27.19,295,0.29,1203.51,21.61,1061.41,6.0,472.45
0.1,1562.27,0.09,1269.77,0.06,1548.82,0.69,2.29,1.96,0.73,1.11,0.04,5.04,6.71,0.06,6873.38,150644.09,1004.21,1.44,1.01,0.75,5.41,93.94,2.06,1.64,74,17.58,21.23,33.63,72.6,164,3.52,79.86,71.71,15.45,254,22.47,18.61,28.48,164.93,344,0.13,1224.73,3.19,2364.43,7.0,342.7
0.13,3709.06,0.05,1037.31,0.12,1164.96,0.58,4.12,3.28,0.75,2.49,0.05,5.19,14.91,0.05,7437.81,197265.26,1733.81,3.24,0.76,0.33,6.01,58.65,64.34,116.42,83,17.29,14.32,40.0,66.37,173,7.69,80.04,27.49,31.27,263,61.1,4.45,38.28,161.81,353,0.07,874.53,2.21,2534.49,8.0,382.35
0.13,351.42,0.13,164.05,0.04,184.59,0.49,3.1,0.66,0.72,0.88,0.06,2.44,14.08,0.05,395.07,2935.91,54.24,1.23,1.38,0.42,2.15,8.25,29.49,63.1,15,7.93,3.35,26.95,137.63,105,12.49,1.8,57.83,27.31,195,1.81,17.65,13.82,18.66,285,0.0,114.15,3.06,525.29,3.0,444.03
0.16,1692.36,0.14,413.02,0.05,478.84,0.43,1.23,2.72,0.34,2.69,0.05,2.63,13.69,0.09,2712.02,72016.07,362.54,3.2,0.85,0.36,71.68,3.16,40.43,124.96,5,16.9,8.05,34.0,115.06,95,26.55,5.14,89.71,43.89,185,6.42,27.86,80.94,155.45,275,0.24,459.07,22.37,1129.02,8.0,1057.89
0.14,914.06,0.08,628.86,0.16,633.88,0.45,2.7,1.26,0.63,0.68,0.05,5.81,7.48,0.1,1603.28,15813.81,242.1,3.93,0.77,0.58,4.73,18.17,55.3,49.91,47,11.55,8.15,64.52,82.81,137,7.54,13.05,33.11,156.78,227,14.61,5.09,5.94,103.0,317,0.06,168.52,22.19,247.67,3.0,485.57
0.09,614.91,0.02,1538.8,0.07,1559.19,0.16,2.3,0.68,0.67,1.03,0.05,5.51,22.51,0.05,2497.08,14204.62,514.71,2.44,1.27,0.41,4.78,28.43,48.27,138.83,2,16.23,14.04,57.59,160.27,92,5.52,27.27,10.4,97.01,182,17.88,11.73,69.09,161.76,272,0.22,191.14,29.52,1717.54,2.0,1938.81
0.11,487.51,0.05,1646.73,0.09,2070.19,0.21,2.12,0.1,0.75,2.87,0.06,4.22,7.34,0.06,1573.45,5801.47,308.91,3.89,1.28,0.33,9.84,9.07,40.64,51.25,50,9.33,6.28,25.59,15.06,140,4.93,9.25,10.76,41.41,230,3.7,24.3,41.84,143.27,320,0.37,84.47,8.06,1483.46,1.0,723.56
0.09,1587.63,0.04,323.53,0.02,419.95,0.87,4.88,1.08,0.75,0.42,0.06,4.07,25.97,0.03,1642.84,30587.53,192.39,3.5,1.46,0.62,13.61,8.93,84.23,1.84,42,6.61,10.34,28.54,61.06,132,7.0,9.69,85.74,112.44,222,4.48,23.15,54.77,20.99,312,0.37,267.23,3.04,1505.68,6.0,372.89
0.08,814.78,0.16,268.1,0.05,307.92,0.69,1.17,1.44,0.67,1.89,0.05,4.05,20.02,0.07,927.59,10371.35,105.34,2.64,0.8,0.9,3.34,10.66,34.89,120.7,5,5.22,9.04,45.22,81.93,95,8.62,4.98,79.32,52.01,185,2.76,8.21,15.52,10.4,275,0.02,131.04,22.1,33.68,4.0,168.74
0.14,2332.37,0.09,1121.27,0.14,1129.77,0.77,0.96,0.95,0.34,1.21,0.05,1.09,8.81,0.08,4322.51,83554.75,774.87,3.63,1.27,0.73,20.32,14.0,29.69,133.48,63,16.98,13.15,0.43,74.36,153,20.51,16.25,24.11,2.54,243,60.04,6.15,57.06,11.74,333,0.37,342.88,22.44,1834.94,5.0,886.05
0.1,1758.22,0.18,688.19,0.14,796.69,0.75,3.47,1.74,0.57,0.99,0.07,4.15,18.0,0.08,3796.31,59118.82,540.08,1.28,1.42,0.66,11.0,16.36,67.13,97.61,66,39.13,5.36,89.65,104.28,156,12.01,19.74,81.72,116.44,246,12.53,13.6,35.86,41.35,336,0.28,14.29,26.45,996.42,6.0,793.77
0.11,1254.46,0.05,101.66,0.12,121.42,0.78,3.63,2.31,0.42,1.15,0.07,3.2,10.88,0.05,500.29,12847.49,75.59,3.92,1.38,0.76,3.3,9.16,30.68,127.01,85,3.8,13.02,10.17,106.26,175,16.99,2.72,12.9,2.06,265,6.58,10.54,80.31,176.28,355,-0.01,304.25,9.29,261.42,7.0,563.46
0.12,2081.29,0.12,2094.7,0.02,2571.68,0.38,3.33,3.44,0.61,0.5,0.05,4.77,7.06,0.09,15357.43,364033.62,3523.33,2.66,1.3,0.9,10.03,24.49,50.28,134.28,4,22.23,32.27,20.58,2.17,94,82.38,8.44,68.91,129.64,184,29.89,21.6,79.12,81.96,274,0.2,1642.26,4.07,3536.26,8.0,369.21
0.12,224.51,0.18,671.1,0.04,766.9,0.75,1.9,0.18,0.69,2.08,0.06,2.54,6.51,0.07,654.51,2269.07,56.47,1.17,1.27,0.53,6.49,6.62,27.99,78.95,44,6.1,4.62,7.78,179.89,134,7.2,2.34,30.05,144.27,224,23.96,2.61,23.96,158.95,314,0.27,79.45,6.35,902.19,1.0,812.32
0.14,286.73,0.03,1394.67,0.13,1699.6,0.71,4.18,0.24,0.84,0.41,0.05,3.47,16.89,0.05,1312.54,3739.28,246.61,4.5,1.06,0.57,5.66,14.73,79.91,173.99,8,32.07,1.41,32.25,26.01,98,5.88,3.96,63.01,48.33,188,6.88,12.23,6.09,124.35,278,-0.08,226.41,0.32,933.58,1.0,88.1
0.03,974.16,0.17,1086.42,0.06,1370.41,0.73,0.9,1.44,0.44,0.44,0.04,4.23,12.26,0.05,3664.48,55989.87,316.06,1.03,1.02,0.66,4.03,83.19,43.65,83.16,44,5.32,59.07,15.92,9.54,134,4.36,59.74,6.35,108.79,224,16.46,18.23,3.13,174.01,314,0.11,489.62,26.16,1359.85,4.0,1023.4
0.07,1366.58,0.12,413.62,0.14,502.52,0.1,4.08,1.44,0.71,2.27,0.03,2.36,11.12,0.07,1024.0,14675.52,210.04,1.24,0.92,0.61,4.34,12.91,81.98,166.51,76,13.46,4.85,0.28,57.95,166,6.43,6.98,12.78,84.13,256,4.39,4.13,13.34,80.09,346,0.39,255.42,27.71,598.11,3.0,1561.36
0.15,1288.98,0.12,1096.82,0.05,1230.17,0.79,4.55,2.0,0.74,2.99,0.05,1.11,26.31,0.05,6704.12,194581.03,701.94,1.61,1.06,0.61,41.74,10.02,61.9,56.63,36,24.61,19.05,15.12,28.99,126,83.85,4.83,72.99,18.3,216,26.84,14.3,87.87,146.88,306,0.34,723.03,25.38,2065.7,8.0,791.26
0.05,1435.35,0.11,231.49,0.11,233.56,0.15,2.05,2.94,0.49,1.69,0.05,1.72,13.45,0.04,1240.5,26226.03,248.49,3.81,1.24,0.53,2.92,23.81,15.59,94.05,54,8.18,1.88,10.38,131.96,144,4.85,15.46,53.03,16.67,234,12.77,4.0,21.27,40.21,324,-0.01,409.03,2.91,700.94,6.0,204.82
0.12,1756.61,0.13,527.95,0.03,630.9,0.59,1.48,2.05,0.51,2.53,0.04,0.54,22.53,0.05,2543.38,49042.13,117.73,1.29,0.89,0.36,11.82,8.74,18.81,14.42,13,20.49,6.89,62.81,138.44,103,3.89,15.58,8.91,17.95,193,3.33,30.56,77.49,85.29,283,0.1,651.74,11.66,1456.38,5.0,640.3
0.04,197.01,0.11,2048.72,0.03,2055.47,0.76,2.15,1.68,0.39,0.75,0.07,2.92,27.98,0.09,15084.9,524157.33,2993.21,3.09,0.81,0.9,22.01,46.24,64.42,106.31,47,56.57,25.39,31.98,125.62,137,13.57,110.81,53.1,147.76,227,21.5,89.53,19.11,49.02,317,0.18,2614.47,28.93,2027.23,8.0,649.81
0.15,2022.65,0.08,483.04,0.03,499.23,0.21,1.65,2.1,0.36,1.54,0.04,4.33,26.54,0.05,2091.2,35724.77,125.54,3.79,0.94,0.75,2.95,51.21,58.31,113.6,33,12.32,13.36,6.42,23.64,123,24.08,3.12,69.9,177.34,213,26.88,5.69,3.54,94.27,303,0.33,490.07,12.47,353.06,5.0,316.21
0.1,1659.33,0.09,1048.54,0.17,1115.17,0.79,2.2,2.82,0.48,1.25,0.06,2.99,16.36,0.06,5799.75,136567.75,1423.58,1.36,1.15,0.61,49.77,10.99,60.82,100.01,89,16.83,23.3,69.31,56.09,179,21.41,26.43,88.52,7.48,269,9.94,46.96,54.01,109.95,359,-0.06,1181.37,10.44,1775.68,6.0,471.02
0.05,1878.83,0.07,1859.73,0.11,2208.88,0.65,3.45,1.68,0.39,0.79,0.06,0.57,11.62,0.06,5897.14,78905.99,920.41,2.68,1.44,0.81,23.0,23.95,84.9,7.96,32,6.12,42.35,60.1,41.31,122,21.44,10.81,9.94,42.11,212,32.0,13.52,46.17,156.16,302,-0.04,1171.5,22.96,1594.21,4.0,595.81
0.13,590.28,0.08,378.41,0.06,464.8,0.49,4.8,0.78,0.58,2.28,0.05,2.27,19.91,0.05,860.98,8846.32,103.44,2.73,0.78,0.73,6.01,5.77,2.9,131.26,87,4.04,9.55,79.43,116.08,177,8.3,7.33,74.8,76.04,267,5.97,15.04,59.49,139.94,357,-0.02,217.86,4.35,411.48,3.0,291.51
0.1,782.7,0.17,457.23,0.04,577.79,0.82,1.26,1.4,0.81,2.57,0.06,3.21,8.7,0.09,1976.9,37492.59,388.82,1.85,1.3,0.48,8.09,22.47,22.25,13.22,61,7.94,20.01,45.73,139.53,151,17.29,15.28,26.63,172.83,241,18.16,6.98,6.4,103.0,331,0.15,850.88,1.0,95.23,5.0,206.27
0.11,411.61,0.04,196.76,0.14,233.43,0.59,2.05,0.8,0.52,1.1,0.06,3.44,28.73,0.06,636.61,6808.27,128.72,4.2,0.99,0.84,7.66,8.14,0.54,105.36,19,9.67,5.44,20.33,173.03,109,4.05,8.76,27.94,19.12,199,11.76,4.52,3.19,19.71,289,-0.09,303.3,28.84,135.46,4.0,640.67
0.15,845.09,0.18,485.44,0.14,506.51,0.22,3.83,0.72,0.79,1.11,0.05,1.53,20.11,0.08,1536.07,25966.6,375.73,1.7,1.18,0.94,21.2,4.29,13.03,24.13,64,16.11,7.23,55.33,49.63,154,27.57,4.63,7.76,176.11,244,4.99,28.27,77.14,137.97,334,-0.06,525.14,2.13,351.42,4.0,153.88
0.13,107.68,0.05,134.08,0.09,157.06,0.44,3.55,0.48,0.66,0.67,0.06,2.64,28.46,0.06,122.47,367.17,5.26,2.25,1.27,0.74,7.89,1.97,29.85,12.93,72,2.82,4.29,7.75,167.83,162,1.66,2.87,19.98,69.71,252,2.18,1.97,17.68,11.53,342,0.23,71.47,27.99,182.67,1.0,3752.88
0.04,1034.79,0.03,121.43,0.03,135.73,0.76,3.93,1.24,0.82,2.23,0.06,3.17,22.21,0.05,412.3,7153.9,83.2,3.6,1.42,0.47,1.32,22.91,36.12,40.85,70,4.23,7.72,60.9,132.83,160,1.57,12.08,30.98,127.91,250,4.7,4.52,23.1,93.3,340,-0.0,323.17,7.32,234.1,4.0,571.93
0.15,800.75,0.12,951.62,0.04,1135.87,0.58,4.27,0.6,0.8,2.63,0.03,4.16,14.87,0.1,1632.31,10909.11,125.35,4.14,1.43,0.85,31.7,6.14,30.83,171.73,13,4.23,38.88,15.94,74.29,103,8.44,7.15,74.81,167.06,193,17.91,7.56,78.42,33.25,283,0.29,320.91,23.33,1742.96,2.0,2354.0
0.16,1730.53,0.08,1721.41,0.15,1974.83,0.64,4.76,1.68,0.79,2.97,0.04,2.32,19.32,0.06,10411.36,168598.36,2042.03,2.1,1.28,0.62,20.83,26.3,11.39,5.29,38,15.36,15.06,13.97,16.55,128,67.82,6.94,57.24,132.32,218,32.87,18.98,67.27,69.89,308,-0.01,188.36,13.85,889.29,7.0,231.59
0.16,433.76,0.15,913.96,0.13,998.16,0.44,3.14,0.87,0.31,0.86,0.06,1.77,6.16,0.03,2629.66,27998.11,57.55,3.2,0.87,0.32,10.29,22.92,1.17,21.01,31,47.03,4.52,69.13,163.64,121,17.7,10.49,49.14,2.31,211,6.63,51.13,74.27,67.69,301,0.22,631.67,22.89,1288.73,3.0,1044.27
0.05,1026.72,0.15,1955.04,0.05,2505.1,0.77,1.6,2.4,0.42,0.7,0.03,0.68,14.42,0.05,14853.76,373625.66,1250.98,3.88,1.0,0.9,23.22,38.16,18.27,169.27,45,5.31,120.35,36.71,175.13,135,36.87,29.2,74.27,20.94,225,28.35,39.23,64.83,116.98,315,0.36,198.21,5.01,3072.68,8.0,112.65
0.1,470.7,0.07,779.48,0.16,870.77,0.72,4.22,0.26,0.41,2.75,0.06,5.3,29.38,0.06,1324.04,9691.86,273.91,3.65,1.31,0.59,2.23,35.71,1.92,118.36,16,22.2,4.1,64.49,176.35,106,40.17,2.93,24.31,35.4,196,7.52,12.69,55.57,103.59,286,0.09,246.91,13.03,979.27,2.0,1013.88
0.17,1326.96,0.16,422.1,0.09,522.65,0.75,1.66,1.56,0.36,1.59,0.03,4.95,28.33,0.05,2080.83,57571.82,66.28,1.79,0.87,0.46,30.16,7.54,37.74,10.32,48,8.01,23.02,89.97,156.92,138,4.39,21.68,11.01,1.05,228,3.48,15.76,44.93,115.43,318,0.21,958.61,12.5,739.84,6.0,656.16
0.12,298.74,0.08,305.19,0.05,305.74,0.36,3.56,0.39,0.41,1.15,0.04,4.58,14.61,0.04,284.27,1195.82,31.48,1.51,1.25,0.51,17.16,1.98,69.85,136.27,77,11.22,1.54,79.19,92.0,167,2.04,7.54,9.18,93.35,257,4.68,5.19,38.34,31.8,347,-0.06,39.9,9.44,108.81,1.0,424.96
0.04,580.99,0.17,2210.85,0.13,2356.94,0.45,4.13,0.98,0.35,0.75,0.06,2.77,13.89,0.1,4006.09,39007.27,273.87,4.3,1.03,0.66,11.97,20.19,19.76,151.48,64,58.62,2.58,56.23,105.09,154,3.25,61.4,82.31,177.57,244,13.66,12.33,89.55,44.48,334,0.34,338.55,14.81,2879.17,2.0,1029.19
0.04,4180.58,0.1,1535.43,0.06,1813.17,0.81,2.23,3.15,0.81,2.46,0.06,2.68,10.58,0.05,9046.92,256696.11,1026.43,1.3,1.23,0.85,23.35,16.47,48.26,1.31,15,8.78,52.24,72.68,20.48,105,35.64,16.97,75.62,81.23,195,65.79,4.11,75.37,43.72,285,0.07,330.7,25.69,5574.18,7.0,1520.41
0.07,627.39,0.15,960.08,0.15,997.13,0.28,3.84,0.72,0.5,1.8,0.06,3.92,18.03,0.07,2389.57,30398.05,475.08,1.35,1.04,0.7,11.09,17.32,47.12,177.37,0,15.0,14.41,72.68,63.52,90,19.37,11.49,26.53,98.05,180,9.33,29.74,15.18,74.3,270,0.09,82.45,11.72,1169.65,3.0,730.15
0.15,785.55,0.16,815.54,0.04,935.18,0.27,4.38,2.05,0.58,2.08,0.03,0.74,19.4,0.08,3904.45,76218.25,128.44,3.94,1.18,0.85,5.05,80.86,62.43,115.87,45,39.05,10.56,9.56,135.75,135,4.21,87.07,62.96,45.33,225,39.46,9.48,84.19,97.0,315,0.22,60.12,6.4,51.62,5.0,164.11
0.02,711.67,0.06,301.36,0.14,343.97,0.36,1.64,1.0,0.4,1.41,0.03,2.97,11.71,0.05,1137.11,12782.46,74.66,1.12,1.2,0.57,3.81,17.24,73.19,175.37,20,15.48,3.28,54.55,67.82,110,10.79,11.47,21.11,98.3,200,30.29,3.71,68.57,177.93,290,0.32,393.82,23.94,73.89,4.0,212.55
0.16,2115.44,0.14,632.01,0.08,661.12,0.72,3.4,2.88,0.45,1.07,0.07,5.04,26.65,0.08,2889.37,62726.97,275.47,1.52,1.26,0.49,7.64,16.05,45.88,26.9,11,6.05,19.29,19.52,164.13,101,38.23,2.58,40.64,98.51,191,10.92,11.37,89.68,179.43,281,0.39,1333.99,19.73,805.2,6.0,790.01
0.09,646.31,0.1,1939.59,0.03,2342.81,0.44,4.7,0.96,0.84,0.85,0.04,5.66,17.56,0.1,11560.51,227969.72,953.12,4.38,1.02,0.83,14.18,32.56,83.6,75.34,31,34.74,21.68,72.33,60.09,121,24.3,26.92,36.28,176.15,211,20.63,21.48,84.32,137.27,301,0.2,1845.29,22.07,807.06,8.0,473.44
0.04,2835.45,0.02,1999.3,0.05,2266.47,0.75,4.25,2.45,0.54,1.19,0.07,1.59,23.19,0.08,11319.49,360553.18,1870.87,4.36,1.25,0.5,36.14,21.99,26.8,101.08,1,8.99,87.81,42.15,128.22,91,10.74,34.25,54.83,13.37,181,32.2,27.26,79.98,146.52,271,0.03,275.91,7.71,663.25,7.0,286.84
0.04,913.64,0.14,872.73,0.03,1009.51,0.9,3.6,2.15,0.68,0.66,0.04,0.87,29.55,0.04,3463.15,38743.93,443.33,1.86,1.45,0.68,72.79,3.52,46.49,111.62,8,13.39,21.45,67.28,126.59,98,54.74,5.26,33.05,27.97,188,36.96,7.48,2.71,57.4,278,0.13,1316.36,11.24,1653.91,5.0,521.52
0.15,361.35,0.15,1984.37,0.13,2163.63,0.3,1.59,2.35,0.45,2.6,0.03,5.45,21.77,0.03,7381.95,107828.95,414.26,2.17,0.99,0.61,12.51,14.78,64.94,78.92,47,34.55,21.56,54.41,1.07,137,23.93,18.53,84.91,158.75,227,16.82,32.46,89.74,29.54,317,0.2,1589.89,3.97,1514.99,5.0,174.44
0.04,268.35,0.07,1794.73,0.07,2142.84,0.12,2.82,2.15,0.49,2.89,0.04,1.67,17.12,0.09,8163.46,174167.23,1484.38,3.84,1.1,0.36,21.2,47.22,47.43,109.02,36,16.75,34.19,42.57,75.28,126,17.82,26.5,76.91,125.6,216,32.52,29.97,21.11,73.24,306,0.26,933.33,6.57,313.45,5.0,236.04
0.09,2414.98,0.11,724.65,0.12,874.91,0.8,4.15,1.68,0.63,0.34,0.06,0.75,24.25,0.09,5228.91,165914.84,806.74,2.74,0.77,0.3,4.2,67.16,83.56,130.67,69,19.34,15.67,51.49,147.58,159,32.39,12.45,21.54,173.68,249,12.47,8.8,14.41,175.72,339,-0.02,1020.5,26.39,1710.74,8.0,895.91
0.06,102.57,0.06,641.1,0.18,737.52,0.24,4.42,0.16,0.75,0.36,0.06,4.58,24.38,0.05,620.24,1710.02,23.22,2.48,1.1,0.34,3.85,8.59,13.75,10.75,50,5.5,4.26,8.35,74.46,140,29.3,1.17,23.93,50.19,230,6.32,9.18,41.03,171.53,320,0.17,8.11,23.7,75.61,1.0,340.31
0.06,248.88,0.16,1279.55,0.17,1327.38,0.84,2.59,0.85,0.81,0.75,0.05,5.4,21.03,0.08,6086.18,83105.85,157.4,2.05,0.77,0.84,9.38,44.31,36.06,52.46,43,20.68,22.44,15.62,46.95,133,8.33,43.04,83.76,36.17,223,46.8,8.65,0.74,81.69,313,-0.07,1077.41,2.33,472.88,5.0,231.05
