Walls U Value,Walls Area,Floor U Value,Floor Area,Roof U value,Roof Area,Maintenance Factor,Mid-pane U value,Av Frame Width,Glazing g,Frame U value,Psi Factor,Infiltration Rate,Ventilation Rate,Shelter Factor,TFA,Volume,Occupants,Metabolic Gains,Electrical Gains,MVHR efficiency,W1H,W1W,W1A,W1B,W1dir,W2H,W2W,W2A,W2B,W2dir,W3H,W3W,W3A,W3B,W3dir,W4H,W4W,W4A,W4B,W4dir,Linear TB coef,length of TB,Point TB coef,Number of point TB,Floors,Total Heating E
0.07,1660.29,0.04,1804.06,0.04,1658.71,0.58,3.52,0.35,0.45,0.61,0.06,4.42,10.92,0.1,289.17,5146.87,3567.69,1.27,1.32,0.7,16.32,14.16,72.54,49.68,112.43,15.19,14.91,40.76,81.14,187.15,3.51,8.96,8.85,117.23,37.28,13.2,21.95,8.3,69.71,41.49,-0.06,13.27,15.54,1435.56,7.0,9011.05
0.09,561.17,0.16,486.88,0.17,305.19,0.85,1.37,1.65,0.48,2.96,0.05,4.21,15.39,0.09,8403.8,13267.37,3157.29,4.29,1.08,0.49,16.53,10.79,36.67,60.0,218.67,16.52,41.81,9.31,85.37,182.57,35.01,9.75,64.19,24.19,234.99,9.79,30.86,86.01,19.22,254.43,0.34,163.05,9.94,2319.25,4.0,323.35
0.11,764.03,0.09,1188.57,0.05,469.44,0.34,1.32,1.35,0.59,2.54,0.06,2.27,8.5,0.04,1354.86,5972.51,419.24,3.28,1.19,0.67,23.8,26.34,82.88,50.24,188.61,12.47,15.19,34.8,73.0,20.35,15.48,12.44,55.31,132.9,207.67,3.92,7.36,79.55,64.97,250.97,0.04,227.12,20.11,158.98,8.0,302.06
0.12,2097.3,0.13,601.36,0.14,372.26,0.84,4.14,2.31,0.45,1.9,0.06,2.45,24.77,0.07,4202.28,4784.72,2122.23,1.28,1.13,0.44,8.18,5.58,82.92,123.05,60.43,29.38,12.96,15.17,76.05,98.32,16.97,25.95,27.59,107.8,35.06,20.88,5.84,60.22,49.39,26.84,0.33,1299.79,20.77,1826.27,7.0,1048.5
0.17,1058.03,0.13,584.07,0.15,150.6,0.84,4.21,2.2,0.51,0.49,0.04,2.08,19.78,0.03,581.58,5565.5,2491.24,4.31,0.79,0.63,10.21,11.79,14.85,152.22,91.57,18.24,8.39,7.18,88.99,308.34,12.13,18.07,62.12,61.41,324.9,26.49,12.62,22.41,12.23,320.89,0.16,271.6,11.93,1947.42,4.0,3929.92
0.16,1581.09,0.18,540.53,0.13,963.73,0.82,2.25,0.94,0.6,0.6,0.04,2.23,10.91,0.05,401.23,6521.57,1100.67,1.7,1.17,0.93,26.37,37.6,25.31,132.69,188.15,27.74,16.73,17.73,4.58,165.83,6.51,16.71,80.36,96.39,263.42,10.96,21.71,74.27,104.63,120.23,0.19,670.35,10.34,1720.92,8.0,4681.44
0.04,4540.46,0.13,1201.38,0.15,1291.7,0.68,3.2,0.41,0.64,2.23,0.06,4.93,10.92,0.08,1589.0,2798.13,3869.64,3.84,1.15,0.34,26.24,22.82,49.46,67.25,355.56,18.16,19.88,61.35,61.77,260.65,9.98,17.38,22.35,16.36,6.84,19.01,25.35,12.18,146.11,14.08,0.28,1440.3,25.64,787.28,8.0,1928.56
0.04,1450.54,0.16,290.24,0.12,423.66,0.32,0.94,2.7,0.31,2.28,0.05,1.08,18.83,0.06,2703.87,27806.05,3952.28,1.74,1.23,0.73,12.49,10.18,42.08,71.22,351.82,28.68,3.68,42.61,174.01,7.66,27.65,26.37,87.69,7.46,151.75,19.48,17.6,70.99,164.7,44.11,0.23,1068.98,9.25,845.84,7.0,516.0
0.1,1092.22,0.07,955.2,0.04,1023.9,0.88,4.04,1.72,0.32,2.99,0.06,4.14,24.14,0.08,2002.51,7005.56,82.18,3.94,1.02,0.31,22.24,10.85,75.27,53.66,80.02,4.21,3.1,89.83,19.25,24.96,6.94,26.16,42.8,109.86,51.5,15.26,11.91,56.92,117.85,287.27,0.24,159.47,21.34,522.17,8.0,576.18
0.18,911.59,0.15,114.69,0.17,259.67,0.55,2.18,0.91,0.4,0.57,0.05,5.62,7.07,0.07,2387.16,8483.18,1721.25,1.58,0.76,0.71,23.18,17.73,61.48,178.21,128.44,18.64,17.26,78.26,8.52,154.53,4.53,37.14,58.28,21.1,144.02,31.95,25.17,2.91,142.32,118.87,0.11,1174.92,22.12,2691.53,1.0,2399.13
0.02,500.31,0.18,446.07,0.17,359.5,0.15,3.22,0.39,0.44,1.14,0.06,2.91,27.95,0.04,4388.61,46172.5,1562.45,3.39,1.11,0.48,5.08,10.12,20.18,92.57,180.88,14.17,30.84,44.61,104.24,55.47,21.63,9.4,22.44,65.37,342.17,31.29,22.62,47.72,20.6,9.94,0.39,104.46,23.7,2835.28,7.0,1579.52
0.06,935.93,0.16,433.66,0.05,253.98,0.37,1.94,2.66,0.7,2.15,0.05,1.25,8.73,0.09,4238.48,20418.8,3379.37,1.37,1.27,0.88,12.51,18.52,82.41,93.56,115.72,7.26,24.67,71.02,34.87,278.9,35.39,22.85,82.11,138.04,307.3,7.6,5.58,31.35,162.86,47.61,0.16,184.41,13.76,820.24,1.0,112.32
0.14,1559.32,0.18,384.62,0.13,1003.48,0.22,4.78,0.76,0.85,2.25,0.06,4.79,15.42,0.1,9296.0,17866.73,3906.42,2.12,0.77,0.44,20.72,3.27,22.28,150.51,179.64,37.03,18.89,30.51,113.82,245.68,1.94,17.84,25.69,86.1,182.65,20.14,11.44,19.16,129.86,38.14,0.13,659.2,7.61,2787.75,7.0,362.6
0.08,773.58,0.03,1549.53,0.06,215.08,0.15,2.24,2.2,0.41,0.85,0.05,4.78,20.7,0.04,2498.27,1767.4,2130.54,2.37,0.71,0.81,12.85,23.86,1.58,105.62,315.35,15.63,16.59,88.8,79.66,324.7,10.26,33.81,36.24,41.99,213.38,5.26,17.65,62.69,33.94,276.53,0.07,458.43,18.57,1668.48,6.0,679.2
0.03,2972.65,0.07,694.27,0.15,769.86,0.76,4.25,1.38,0.53,0.3,0.05,5.26,28.4,0.1,1257.08,10721.41,3817.22,4.14,1.43,0.47,18.27,12.96,28.56,139.28,353.41,27.26,14.9,5.67,10.32,121.95,7.44,16.0,41.59,66.88,140.93,11.15,19.42,42.67,12.49,79.54,0.04,218.8,25.41,1755.08,7.0,4753.99
0.12,1064.06,0.13,1187.59,0.16,317.36,0.66,2.0,2.15,0.8,1.87,0.06,3.46,25.7,0.07,6990.5,772.07,1567.64,2.81,0.76,0.3,20.35,7.48,71.72,49.58,252.06,25.28,18.49,37.29,171.41,359.22,28.79,15.57,11.32,166.81,15.6,18.1,3.36,15.92,118.88,172.72,0.32,1092.35,19.61,673.7,4.0,0.0
0.16,1915.57,0.14,633.39,0.15,1153.14,0.4,3.85,2.86,0.44,1.85,0.05,1.34,8.11,0.08,117.16,4747.94,1003.2,2.64,1.17,0.44,10.7,12.46,76.68,155.8,201.88,21.49,31.99,46.75,10.31,265.59,9.32,10.94,46.32,43.33,255.64,7.78,5.44,6.69,122.61,0.51,0.07,1435.95,2.31,611.07,2.0,5403.49
0.14,2169.08,0.09,781.59,0.1,509.9,0.86,3.54,1.74,0.65,2.07,0.04,3.42,11.15,0.1,1894.12,14613.93,3933.68,3.12,1.34,0.83,34.1,22.37,39.19,21.25,345.34,10.92,21.34,53.61,47.81,227.3,9.25,21.13,77.55,75.45,276.46,19.93,17.35,62.85,138.59,63.23,0.12,1485.29,17.7,2072.95,6.0,2064.44
0.17,232.48,0.13,1477.68,0.14,199.95,0.85,1.59,1.82,0.83,0.95,0.04,5.63,10.37,0.1,413.65,16448.36,3410.04,3.69,0.84,0.38,20.51,10.11,81.11,35.85,119.42,15.28,28.61,1.32,113.14,13.88,21.09,13.62,20.02,132.4,163.04,20.78,15.49,34.62,179.68,78.63,0.02,324.65,2.96,2638.72,5.0,4102.06
0.06,771.1,0.03,936.77,0.12,1322.43,0.56,2.7,0.39,0.79,0.61,0.07,4.15,7.99,0.05,462.67,309.16,3512.59,3.61,1.12,0.94,37.31,8.94,27.37,8.29,200.06,22.43,6.69,38.65,89.73,179.56,16.54,14.76,8.93,144.3,248.31,22.02,25.65,14.29,6.28,86.5,0.12,1357.9,5.95,1378.44,7.0,2226.83
0.07,729.74,0.17,310.13,0.12,286.12,0.66,4.09,1.05,0.32,2.71,0.06,1.87,14.39,0.05,1110.63,1270.46,3370.66,2.95,1.38,0.62,12.09,30.51,15.87,61.53,85.52,19.23,29.76,37.11,132.69,300.88,31.52,1.84,12.37,169.63,184.59,7.83,27.27,40.09,79.89,126.08,0.1,1232.32,3.28,135.69,2.0,0.0
0.17,2712.36,0.17,1664.82,0.07,755.05,0.3,1.32,0.37,0.66,0.45,0.07,1.6,11.99,0.04,2617.06,25903.87,55.27,1.55,1.25,0.59,15.56,13.65,3.48,124.8,147.81,11.15,13.06,14.96,152.02,49.13,6.22,12.72,21.16,125.16,45.17,10.33,17.74,74.9,121.66,337.5,-0.05,741.64,4.75,954.58,6.0,190.18
0.04,748.91,0.16,226.02,0.17,1380.77,0.75,3.91,1.79,0.46,0.95,0.04,2.04,6.98,0.09,3898.92,1613.38,741.86,4.1,1.25,0.81,13.16,22.27,76.0,74.73,69.62,34.24,5.47,65.4,113.74,153.98,24.67,9.81,12.21,69.11,359.06,22.77,38.09,13.8,69.44,135.1,-0.07,1034.62,23.23,1826.2,7.0,1010.61
0.07,1378.57,0.07,469.44,0.07,762.65,0.23,4.85,2.67,0.54,0.87,0.04,3.13,23.39,0.09,7787.85,24952.17,3260.64,2.52,1.46,0.68,14.61,28.97,79.11,98.13,286.2,16.01,22.77,9.21,34.65,161.17,23.08,4.72,39.32,26.94,118.29,21.02,12.36,56.27,27.08,114.52,0.11,1303.26,9.4,2966.81,1.0,436.27
0.12,286.24,0.14,737.28,0.16,1738.68,0.43,1.35,1.66,0.51,1.22,0.06,1.33,22.83,0.04,14141.36,7239.16,2081.47,3.36,1.31,0.71,19.53,6.25,0.54,72.02,70.06,5.56,28.23,57.95,24.95,129.55,8.86,9.32,88.83,13.07,193.42,36.2,10.41,11.62,95.71,63.34,0.15,433.2,18.94,1405.56,5.0,163.1
0.07,886.14,0.11,96.38,0.16,589.06,0.4,1.49,1.97,0.6,1.19,0.06,2.97,10.99,0.06,3622.93,6594.51,3364.66,4.07,1.31,0.61,9.18,19.13,62.05,165.78,284.91,8.33,2.13,65.08,130.7,270.82,5.02,23.23,48.87,160.05,26.52,26.89,14.6,83.26,117.76,33.54,0.07,986.78,24.99,1170.28,8.0,946.83
0.15,3030.87,0.17,587.14,0.08,416.49,0.56,4.53,0.85,0.43,2.45,0.03,4.11,11.95,0.04,1356.14,6530.07,3782.62,2.77,1.44,0.87,9.24,6.82,30.91,155.92,87.7,13.33,36.87,32.01,164.8,337.9,5.6,24.85,39.7,74.54,345.25,15.93,20.82,37.4,20.13,139.27,0.03,471.27,0.01,1723.33,6.0,0.0
0.06,593.54,0.14,477.29,0.06,1583.12,0.84,3.07,3.12,0.63,2.79,0.03,4.65,9.01,0.1,605.4,7737.71,2316.33,1.71,0.93,0.52,5.96,16.13,75.85,101.39,284.78,12.83,33.32,85.31,78.26,57.35,33.8,5.64,46.47,80.14,331.21,19.85,7.63,53.14,74.05,309.5,0.09,444.24,21.0,2579.71,1.0,8801.35
0.04,626.39,0.1,678.4,0.12,856.83,0.47,2.34,0.91,0.78,2.87,0.04,1.18,20.34,0.04,2554.38,29632.88,3763.53,3.49,0.93,0.47,15.04,7.54,32.5,97.56,344.7,24.73,29.27,75.37,14.54,281.47,7.65,27.12,17.29,64.04,320.84,21.66,1.47,37.68,132.36,222.46,0.4,1058.9,4.79,2280.13,8.0,157.32
0.16,1184.15,0.11,243.2,0.1,189.42,0.74,2.1,1.59,0.75,2.34,0.07,2.19,10.22,0.04,2134.69,7865.58,2701.79,1.41,0.87,0.51,21.17,5.63,55.41,17.2,182.79,27.83,6.56,21.68,85.14,14.27,26.12,16.75,5.24,92.8,246.67,6.57,9.88,47.16,156.85,164.64,-0.07,578.54,29.82,1423.9,8.0,1961.01
0.09,2109.04,0.11,1746.35,0.08,188.19,0.7,1.17,1.82,0.34,1.02,0.04,0.87,10.47,0.1,4213.36,17717.47,3318.01,3.4,0.86,0.44,9.75,22.5,6.24,52.52,173.59,7.18,20.56,77.11,135.88,234.43,32.5,4.94,45.0,106.69,235.79,6.26,36.11,71.99,72.61,188.48,0.15,626.05,18.64,396.43,3.0,281.9
0.12,634.92,0.12,661.85,0.05,328.33,0.87,3.3,1.72,0.78,2.1,0.06,1.62,13.03,0.04,2014.83,15379.99,2174.45,1.07,1.18,0.32,3.87,15.77,3.15,95.92,282.02,17.08,17.25,8.75,70.84,224.4,8.31,21.5,65.53,126.02,271.86,24.79,8.18,57.47,129.1,307.95,0.15,200.31,7.68,2577.78,8.0,1170.69
0.03,1611.75,0.05,354.28,0.16,728.98,0.29,3.88,0.34,0.34,2.72,0.04,0.71,23.99,0.04,1175.54,29690.39,3051.65,1.21,0.94,0.87,13.22,24.29,61.39,27.03,250.31,12.06,21.64,42.91,42.11,185.29,22.53,25.78,12.11,92.16,230.78,31.45,11.06,60.73,177.19,264.26,-0.02,146.28,15.59,2327.92,2.0,3356.51
0.05,2314.03,0.09,1626.43,0.03,478.29,0.31,3.28,0.43,0.44,0.62,0.04,2.39,7.25,0.06,3476.53,5084.74,1996.81,1.22,1.13,0.51,13.34,9.21,14.91,126.35,176.71,9.88,13.38,23.96,42.68,144.71,14.01,22.75,22.04,134.51,190.63,16.16,16.11,2.32,161.67,206.13,0.08,593.51,5.31,1421.8,8.0,301.9
0.05,81.83,0.16,1344.41,0.03,355.89,0.6,3.47,1.73,0.46,2.26,0.03,5.99,9.16,0.05,3879.81,11090.1,2615.52,2.41,1.17,0.89,16.83,13.53,41.11,115.17,102.12,4.49,34.42,12.23,23.69,268.94,8.97,3.01,79.74,6.78,252.51,12.38,8.63,55.99,12.11,255.51,-0.01,844.11,17.1,1206.75,2.0,519.65
0.02,1793.0,0.15,163.44,0.11,268.96,0.64,2.17,1.16,0.75,0.66,0.03,2.64,23.79,0.09,12233.7,9284.74,3204.74,4.42,1.46,0.88,32.75,20.91,46.26,118.1,62.46,9.08,32.08,0.75,11.12,194.38,9.93,27.48,73.58,71.21,307.14,10.59,9.79,31.96,152.53,183.17,0.21,1066.48,17.8,1638.42,7.0,197.55
0.16,969.13,0.12,702.41,0.09,1308.99,0.88,1.23,2.93,0.36,1.15,0.06,5.63,12.98,0.04,1676.63,1942.32,65.73,1.67,1.26,0.92,11.52,20.04,9.82,160.21,196.72,27.28,33.47,73.23,78.57,237.15,18.2,14.81,59.07,169.1,347.76,14.68,13.26,79.35,43.4,38.48,0.34,1046.34,26.89,75.47,7.0,175.28
0.03,2263.35,0.02,1381.69,0.02,1604.45,0.59,2.68,2.94,0.42,1.32,0.06,0.9,20.03,0.08,2475.43,11285.36,3378.72,4.2,1.37,0.38,3.31,8.43,83.91,55.74,149.0,11.82,13.71,46.64,70.81,255.97,11.79,20.47,40.63,118.76,348.9,9.1,25.0,65.71,179.79,295.84,0.38,283.56,21.5,835.14,4.0,1126.32
0.16,265.64,0.08,659.25,0.17,379.66,0.76,1.85,1.22,0.68,0.57,0.06,3.58,12.27,0.09,7829.79,1476.68,2260.69,1.89,0.9,0.42,29.53,10.05,46.46,176.2,140.77,13.6,18.62,30.3,67.09,291.57,30.08,0.91,42.53,57.69,291.03,31.15,17.31,12.81,170.69,149.2,-0.03,1244.6,5.4,256.88,8.0,0.0
0.18,178.61,0.03,297.24,0.12,1736.92,0.15,1.3,0.79,0.67,2.55,0.07,5.93,29.98,0.04,4165.22,5406.36,233.79,2.66,1.0,0.37,25.69,15.06,41.1,75.53,7.63,5.63,10.03,74.46,138.32,47.46,5.89,14.74,89.6,51.17,111.25,38.67,8.02,37.71,22.94,123.69,0.09,1066.16,1.37,2849.82,7.0,124.45
0.04,1411.17,0.07,303.62,0.04,239.44,0.67,2.26,0.8,0.79,1.17,0.03,2.87,9.4,0.08,3505.2,7629.26,3074.33,1.3,0.76,0.65,23.47,15.24,81.16,108.36,348.12,5.32,18.04,42.55,98.35,144.71,15.42,3.74,23.06,64.41,38.91,19.49,3.4,13.21,95.79,65.48,0.21,323.62,9.28,193.83,1.0,148.18
0.03,324.37,0.1,353.2,0.09,2037.36,0.55,3.75,0.29,0.33,1.46,0.06,2.88,22.33,0.1,980.56,7205.59,3553.28,4.26,1.25,0.65,3.68,32.88,3.81,66.78,153.25,25.5,37.34,70.64,96.41,276.34,35.63,8.95,11.69,151.58,87.75,3.67,31.61,22.2,40.68,232.04,0.35,1023.44,23.34,2907.58,8.0,620.22
0.17,1335.88,0.1,1038.17,0.03,634.9,0.5,1.23,1.47,0.62,0.87,0.07,0.67,5.25,0.09,661.66,561.9,1968.1,1.74,1.06,0.56,9.06,13.78,18.02,59.73,275.99,38.8,6.49,15.58,16.01,288.85,9.5,6.52,33.7,145.84,131.12,9.14,19.39,25.18,94.84,197.13,0.07,850.54,24.71,1591.71,5.0,5143.76
0.02,1094.73,0.03,1485.6,0.13,218.78,0.85,4.08,0.85,0.49,0.88,0.06,4.55,7.86,0.07,1123.92,22400.69,813.93,1.47,1.1,0.59,18.1,18.74,12.09,86.44,120.16,33.49,16.81,85.45,165.29,69.34,9.77,15.87,19.79,77.18,88.55,23.55,23.22,6.91,143.38,335.52,0.3,591.32,24.78,1884.75,4.0,4286.42
0.13,2937.01,0.04,1220.42,0.03,731.0,0.27,4.25,1.03,0.67,0.66,0.05,0.78,27.62,0.06,364.14,20315.6,973.62,3.89,1.41,0.85,24.66,21.41,64.9,10.33,72.74,21.81,13.82,21.06,56.18,186.63,11.07,17.87,65.05,136.61,231.63,26.87,26.14,68.7,130.05,102.89,-0.03,1062.46,14.41,818.01,2.0,4744.65
0.05,2673.19,0.16,561.52,0.06,624.7,0.31,3.86,1.71,0.35,2.04,0.05,3.66,22.54,0.08,1042.52,3050.2,2506.9,1.31,1.36,0.36,8.33,17.83,4.58,127.4,294.74,31.01,13.52,26.29,62.57,47.03,41.41,15.94,23.27,72.64,137.49,3.54,29.98,45.25,116.54,306.4,0.31,1074.14,14.64,586.28,2.0,2003.45
0.17,1828.98,0.04,327.92,0.14,409.43,0.24,4.79,0.55,0.38,2.24,0.07,4.08,26.03,0.09,3778.06,4498.3,2990.67,3.81,1.14,0.78,23.95,20.16,11.19,162.32,28.11,10.95,33.15,85.18,61.66,56.61,8.09,36.04,74.15,63.4,140.13,20.3,34.84,74.98,90.2,4.02,0.35,1067.69,23.92,633.67,6.0,756.76
0.14,666.51,0.14,245.38,0.14,1706.7,0.53,4.88,0.86,0.5,2.35,0.04,4.89,10.61,0.04,636.84,1094.9,1794.19,3.08,1.08,0.43,20.86,6.66,62.53,17.64,262.2,6.29,38.91,55.57,31.68,181.83,19.55,11.21,48.86,163.59,258.5,25.24,33.19,70.28,127.92,260.3,0.34,1124.94,19.52,642.06,5.0,3180.33
0.17,1551.97,0.04,743.89,0.03,518.91,0.32,3.39,1.72,0.71,0.36,0.04,1.45,7.01,0.06,1047.24,8641.49,3661.71,2.42,1.14,0.76,8.63,16.85,63.99,48.09,318.7,21.23,22.16,43.75,168.59,81.61,39.96,5.6,16.07,97.38,280.35,24.75,33.23,80.65,133.94,266.53,0.39,263.64,20.77,1338.26,5.0,2794.37
0.18,161.43,0.08,492.74,0.08,909.23,0.33,3.54,3.15,0.31,0.73,0.05,1.67,5.37,0.04,2985.56,21439.01,3051.42,4.0,1.47,0.63,18.9,33.82,79.55,175.56,350.33,12.62,29.83,49.13,95.52,181.53,23.1,9.25,30.75,44.21,81.24,35.58,19.43,57.87,103.48,278.17,0.36,112.86,17.01,1340.42,5.0,823.9
0.14,1183.05,0.04,114.82,0.08,460.88,0.21,2.94,0.44,0.69,1.25,0.05,3.42,13.02,0.1,1692.55,32709.55,1838.99,2.83,1.25,0.65,16.57,12.63,59.02,38.38,203.91,23.33,30.23,25.74,38.36,208.47,31.24,17.78,35.23,140.56,245.79,33.15,2.29,3.04,122.63,93.11,0.14,1422.75,26.34,1457.05,3.0,2513.31
0.13,3058.65,0.09,1496.73,0.08,437.02,0.44,3.46,3.34,0.57,1.85,0.04,4.37,10.46,0.05,3056.69,5691.35,1816.35,2.61,1.16,0.31,35.95,15.72,56.79,36.71,352.94,28.72,18.49,17.48,12.24,261.23,8.79,3.9,38.18,89.85,218.4,10.06,8.82,59.24,112.56,325.46,0.23,202.57,20.62,2979.8,5.0,1970.69
0.13,806.77,0.14,264.12,0.09,1182.55,0.48,0.85,0.44,0.46,0.85,0.06,4.23,10.85,0.08,6101.51,9482.53,560.62,3.23,1.49,0.87,5.63,15.04,70.98,157.03,232.63,34.98,22.56,9.4,151.35,214.88,36.55,16.0,22.64,156.68,4.22,8.64,30.1,17.4,117.78,140.59,0.28,1080.59,11.24,2738.49,3.0,442.17
0.04,3014.85,0.12,63.34,0.02,1853.49,0.23,2.7,0.32,0.32,1.87,0.03,0.54,8.63,0.09,1475.67,6607.3,3358.05,2.4,0.75,0.38,14.85,13.1,80.03,18.78,24.71,16.58,18.15,81.54,22.16,62.07,5.74,8.8,9.86,68.68,167.6,25.5,4.96,77.09,72.64,337.88,0.37,381.67,8.08,379.34,5.0,648.49
0.09,2444.22,0.1,1045.45,0.03,1016.65,0.34,1.03,0.28,0.37,2.46,0.06,5.25,25.88,0.08,488.53,25896.13,2522.59,3.92,1.41,0.94,33.45,31.42,81.03,167.78,183.95,10.51,6.63,79.35,85.98,253.29,6.19,14.96,68.89,96.52,269.71,37.95,7.74,25.75,100.02,127.84,0.08,855.14,13.24,2698.36,3.0,7430.47
0.08,2054.35,0.03,332.09,0.05,809.72,0.77,2.13,0.94,0.6,0.89,0.05,1.35,8.7,0.07,1273.56,7785.49,824.56,1.41,0.81,0.85,6.28,7.63,78.26,26.84,134.4,5.88,7.55,30.43,10.75,138.0,11.79,3.99,54.84,165.45,21.34,31.8,25.64,87.36,50.75,173.64,0.2,321.37,15.92,585.54,7.0,756.7
0.1,386.59,0.14,275.08,0.11,1028.22,0.61,2.21,2.38,0.75,2.99,0.04,2.24,12.46,0.07,1479.5,563.64,3653.02,1.06,1.37,0.93,24.16,11.02,46.98,39.19,129.15,23.44,29.7,2.93,37.42,22.03,18.66,13.07,6.87,80.77,287.75,36.43,8.1,75.44,49.04,227.85,0.05,1006.7,27.59,2627.42,6.0,4583.17
0.06,1115.7,0.06,1842.62,0.11,1971.37,0.72,2.37,1.02,0.7,2.87,0.07,4.27,27.03,0.07,5002.38,1869.86,2764.53,4.24,0.89,0.46,10.35,20.59,34.59,22.27,227.26,10.6,18.05,30.36,14.33,37.58,17.22,34.41,12.84,69.05,337.26,13.96,16.47,12.66,127.56,51.64,0.21,725.9,19.44,325.61,3.0,358.95
0.03,1702.27,0.03,1504.62,0.17,700.5,0.69,2.95,0.38,0.38,0.08,0.06,1.0,26.93,0.07,1418.27,9007.17,3040.73,1.02,1.21,0.65,8.38,2.17,36.24,89.72,115.9,10.34,26.66,12.44,19.8,51.01,19.96,19.13,44.84,26.22,4.25,7.16,23.47,47.56,126.9,168.81,0.17,1069.79,14.76,20.01,3.0,770.44
0.06,4430.81,0.06,666.37,0.14,694.54,0.13,2.23,1.53,0.33,2.38,0.03,1.17,6.14,0.08,3836.92,5682.25,2932.69,2.66,1.35,0.73,2.48,20.58,73.03,57.19,29.48,16.52,4.71,72.69,168.61,136.31,37.78,33.42,34.83,35.23,185.22,10.99,27.77,32.43,38.01,91.24,0.19,710.53,19.3,1325.21,8.0,631.72
0.04,1902.18,0.14,2387.07,0.09,935.53,0.58,1.79,1.87,0.59,1.84,0.05,1.66,22.76,0.09,6648.27,5324.97,1736.51,2.81,1.16,0.43,10.37,10.54,3.01,116.54,306.57,17.5,23.07,56.63,42.34,325.51,21.87,9.46,76.26,149.24,66.32,8.72,15.25,32.18,165.58,338.11,0.14,45.11,8.1,934.26,7.0,7.28
0.16,271.64,0.18,1081.14,0.17,670.96,0.88,0.94,0.84,0.32,2.91,0.03,1.86,14.26,0.09,3495.21,221.48,2208.2,2.96,0.97,0.33,2.86,21.8,25.92,110.13,31.09,21.86,9.71,58.1,136.61,328.37,14.94,26.46,39.94,57.55,211.47,20.11,16.01,36.58,31.57,247.47,0.13,1437.73,2.93,2382.09,4.0,0.0
0.14,687.51,0.02,770.71,0.14,682.51,0.5,3.35,0.63,0.74,0.77,0.06,2.25,19.99,0.07,748.48,2588.6,3995.94,3.57,1.14,0.81,28.84,1.13,35.98,7.15,14.69,2.5,28.17,66.99,113.54,131.43,28.04,27.7,70.6,109.21,335.65,25.67,35.55,23.42,48.24,271.66,0.2,869.9,25.18,1190.88,1.0,4508.81
0.05,1810.5,0.13,799.68,0.04,830.42,0.51,3.14,0.11,0.62,0.65,0.03,3.75,16.7,0.06,6903.8,14056.27,3751.4,3.39,1.39,0.5,1.93,8.73,40.16,160.3,271.0,24.8,6.33,88.79,153.92,176.57,13.54,17.2,69.47,98.12,43.74,14.48,13.6,46.8,131.98,31.8,-0.04,24.27,6.73,2440.96,6.0,325.57
0.13,544.46,0.15,527.89,0.16,801.54,0.29,0.91,0.69,0.67,2.9,0.04,5.97,16.22,0.05,4880.21,2106.42,3894.97,1.6,0.77,0.62,27.38,24.66,51.77,176.65,131.55,20.81,8.26,68.41,20.23,264.36,5.94,18.55,85.45,45.0,71.97,9.68,13.15,0.67,33.4,249.83,0.15,1005.98,14.78,2037.42,2.0,687.85
0.12,495.08,0.15,530.32,0.04,431.7,0.22,2.05,0.35,0.37,0.12,0.04,1.89,25.61,0.07,1685.77,4215.3,3495.74,2.3,1.42,0.89,8.06,31.77,47.03,44.62,72.59,13.51,42.64,14.24,172.93,228.66,19.45,29.02,85.7,8.99,50.44,10.12,31.54,13.0,155.89,200.2,-0.07,87.72,21.2,2165.6,3.0,2769.96
0.02,4157.21,0.04,1362.33,0.08,1980.82,0.69,0.86,1.69,0.63,2.67,0.07,0.71,10.12,0.05,6212.68,3698.13,2099.21,3.95,1.04,0.79,21.58,24.12,24.29,174.81,63.72,22.88,14.83,9.17,146.22,64.44,2.79,25.47,33.56,108.91,184.71,13.99,23.6,22.0,59.08,87.38,0.17,1325.14,4.35,352.88,7.0,33.36
0.11,166.06,0.12,1180.41,0.03,1850.94,0.58,3.31,0.2,0.77,2.09,0.06,3.85,25.24,0.06,1908.9,10388.35,922.23,1.49,1.03,0.7,18.59,10.2,51.89,110.4,209.55,20.35,24.22,54.53,176.91,22.65,4.38,40.34,72.27,68.77,120.68,25.4,2.46,48.52,142.79,30.66,0.1,1214.56,3.66,2815.55,4.0,795.39
0.11,426.77,0.17,1045.91,0.11,381.46,0.2,1.36,2.11,0.42,2.25,0.06,4.03,5.23,0.06,274.18,3830.85,3536.72,3.42,1.41,0.46,15.64,25.92,81.88,55.71,248.01,13.12,23.11,86.81,40.15,288.65,30.19,5.38,79.75,38.79,188.9,14.92,9.3,25.12,37.91,200.07,0.37,61.39,11.08,496.74,1.0,996.02
0.14,1128.59,0.05,1108.95,0.15,211.13,0.87,2.3,3.25,0.83,0.14,0.05,4.36,15.52,0.09,8025.03,4068.29,2862.99,3.48,1.03,0.53,2.66,26.73,33.12,46.03,32.64,10.91,37.41,1.74,7.82,78.7,4.08,8.17,19.27,114.8,178.7,19.59,13.62,56.42,138.2,273.54,0.19,1395.41,17.33,645.02,1.0,173.11
