Walls U Value,Walls Area,Floor U Value,Floor Area,Roof U value,Roof Area,Maintenance Factor,Mid-pane U value,Av Frame Width,Glazing g,Frame U value,Psi Factor,Infiltration Rate,Ventilation Rate,Shelter Factor,TFA,Volume,Occupants,Metabolic Gains,Electrical Gains,MVHR efficiency,W1H,W1W,W1A,W1B,W1dir,W2H,W2W,W2A,W2B,W2dir,W3H,W3W,W3A,W3B,W3dir,W4H,W4W,W4A,W4B,W4dir,Linear TB coef,length of TB,Point TB coef,Number of point TB,Floors,Total Heating E
0.12,2205.65,0.07,185.86,0.1,226.16,0.47,1.1,2.0,0.61,0.34,0.07,3.16,13.04,0.1,1047.3,35239.66,55.38,2.16,1.12,0.73,5.03,18.6,43.52,145.4,15,21.16,3.06,29.18,166.1,105,11.63,11.86,64.96,49.44,195,8.63,9.36,14.67,142.42,285,0.38,719.4,23.37,364.77,8.0,1054.35
0.16,458.08,0.16,714.33,0.12,716.04,0.82,4.84,0.84,0.32,2.23,0.04,3.82,7.31,0.06,1122.3,8306.12,152.73,3.98,0.83,0.85,12.01,4.18,10.56,4.86,44,20.58,2.52,35.01,131.66,134,13.12,7.18,85.5,56.66,224,2.52,24.57,36.38,108.75,314,-0.04,261.89,22.9,164.38,2.0,369.13
0.13,2894.9,0.17,935.13,0.18,1172.26,0.42,3.51,1.02,0.31,2.23,0.05,3.0,10.64,0.08,4964.25,119272.17,933.52,1.45,1.02,0.4,31.93,6.76,69.69,179.17,89,13.82,13.0,57.63,82.92,179,14.81,17.89,20.45,123.57,269,21.82,10.69,41.03,101.26,359,0.13,142.49,14.78,3782.46,6.0,1222.63
0.08,335.33,0.03,961.75,0.14,1218.88,0.55,2.35,0.96,0.47,1.9,0.05,1.54,13.51,0.03,1674.0,12019.76,377.8,3.93,1.0,0.78,7.46,20.71,67.36,91.03,9,3.8,32.91,38.57,171.21,99,4.17,23.67,42.23,83.36,189,12.93,9.56,1.86,31.44,279,0.13,138.79,29.2,575.06,2.0,997.14
0.06,2073.23,0.03,967.11,0.08,1077.42,0.65,1.04,1.86,0.37,0.52,0.04,3.41,28.02,0.07,4865.61,108253.97,124.56,3.45,1.08,0.61,14.79,9.47,45.08,149.1,15,14.87,10.24,74.02,10.11,105,31.68,7.61,0.36,8.7,195,10.48,37.31,60.19,127.66,285,0.25,505.35,23.37,2331.48,6.0,1110.57
0.04,468.32,0.03,317.89,0.15,332.66,0.34,2.87,1.26,0.39,1.98,0.05,4.78,23.37,0.03,868.33,9149.43,84.77,1.48,0.76,0.9,8.29,13.63,36.54,78.73,54,7.51,8.32,79.89,38.6,144,2.77,18.2,69.45,109.08,234,12.09,7.17,32.65,135.4,324,0.06,258.84,20.31,248.3,3.0,647.09
0.06,1117.17,0.05,191.03,0.03,214.23,0.25,3.58,2.94,0.66,1.39,0.04,4.64,12.7,0.09,1213.52,33356.12,152.22,2.75,0.73,0.43,9.94,8.41,68.09,83.69,25,13.67,5.6,35.95,134.6,115,6.29,10.34,19.28,27.61,205,31.67,2.85,61.46,31.25,295,0.38,131.8,16.97,53.26,7.0,425.4
0.03,243.01,0.1,874.73,0.04,970.18,0.17,4.23,0.49,0.73,1.65,0.06,4.1,7.73,0.08,798.77,2750.81,134.73,4.31,1.14,0.39,2.91,11.18,75.9,55.49,7,5.15,10.52,54.78,83.05,97,10.11,5.39,33.88,49.03,187,10.72,2.47,76.26,108.89,277,0.24,2.37,27.89,618.73,1.0,1975.21
0.03,545.19,0.12,137.53,0.09,142.97,0.52,3.24,2.15,0.64,2.91,0.06,2.29,8.6,0.09,519.32,8054.87,21.52,2.64,1.39,0.63,8.81,6.67,6.52,33.12,67,1.86,20.69,20.76,111.27,157,8.39,4.84,72.72,78.41,247,6.85,3.36,20.19,107.92,337,0.11,118.24,18.85,454.18,5.0,1622.78
0.03,1905.23,0.09,318.78,0.07,361.37,0.62,3.93,1.28,0.54,0.58,0.05,3.56,15.14,0.09,2047.62,45349.4,121.01,2.25,1.42,0.71,12.52,5.29,0.65,37.65,11,31.96,5.91,17.38,105.45,101,22.69,5.9,81.69,165.12,191,14.31,14.31,57.04,87.2,281,0.25,192.72,13.38,1654.62,8.0,1176.52
0.04,461.92,0.13,1542.57,0.12,1559.95,0.26,4.05,2.4,0.55,2.87,0.04,3.28,9.24,0.06,6495.17,93518.13,1034.56,1.62,1.36,0.4,40.6,7.51,26.13,80.94,53,10.67,36.58,21.71,94.85,143,17.02,17.37,1.32,28.68,233,25.84,16.96,78.32,35.74,323,0.07,1306.05,1.56,1759.02,5.0,207.84
0.14,390.13,0.15,293.52,0.06,309.53,0.1,3.67,0.22,0.7,1.13,0.06,2.79,19.42,0.04,544.31,2811.74,100.53,2.05,0.86,0.52,3.11,11.96,45.93,56.03,84,11.72,4.51,20.12,123.89,174,7.78,8.81,6.56,99.84,264,11.27,3.79,38.1,148.91,354,-0.07,112.13,26.16,650.68,2.0,2884.44
0.05,2597.26,0.18,1568.67,0.07,1903.23,0.55,4.22,0.85,0.82,2.67,0.05,5.94,5.82,0.03,6978.13,112842.67,653.87,3.83,0.74,0.88,77.46,3.1,13.16,78.29,16,40.7,8.99,66.91,78.56,106,22.58,13.73,55.82,92.97,196,10.12,40.49,13.27,113.68,286,-0.04,833.38,14.84,2970.33,5.0,650.63
0.08,1108.67,0.14,925.13,0.04,936.31,0.27,2.29,0.75,0.52,1.14,0.06,4.25,24.4,0.09,2199.24,26545.26,214.23,2.5,0.83,0.82,4.61,9.4,43.09,46.94,26,16.27,5.47,44.57,166.86,116,19.06,6.19,35.81,132.12,206,6.74,28.09,45.32,17.5,296,0.2,460.22,5.85,449.9,3.0,260.3
0.04,1550.78,0.06,1122.67,0.07,1170.45,0.35,2.57,1.04,0.35,0.39,0.04,0.97,18.63,0.04,3925.15,73254.22,292.59,3.93,1.5,0.67,18.04,13.66,77.8,126.56,2,46.2,3.62,71.91,2.1,92,6.23,24.94,5.22,63.37,182,16.82,10.5,12.63,20.84,272,0.36,381.36,7.72,2476.32,4.0,447.68
0.15,1098.04,0.14,948.35,0.15,1177.5,0.86,3.79,0.9,0.83,2.03,0.04,5.83,9.71,0.08,4111.95,78410.26,327.78,1.13,1.3,0.87,14.27,20.71,10.02,133.6,62,5.32,55.31,86.99,127.59,152,26.21,12.48,45.7,68.21,242,5.68,63.1,83.62,44.23,332,0.18,232.43,20.68,932.97,5.0,735.77
0.05,746.62,0.15,1167.07,0.15,1344.17,0.25,3.07,1.75,0.66,1.58,0.06,3.64,12.16,0.05,4620.18,81058.32,277.16,2.86,0.76,0.35,16.71,17.05,22.24,41.82,25,23.82,13.76,19.34,134.88,115,15.57,12.61,46.82,68.86,205,29.49,14.87,19.44,83.62,295,0.3,1269.81,8.46,1568.09,5.0,397.68
0.15,1817.63,0.06,631.05,0.11,731.87,0.53,2.28,1.95,0.76,2.25,0.07,4.81,21.5,0.06,2607.04,42997.37,547.56,3.02,1.26,0.39,3.42,46.94,70.43,129.83,67,37.04,2.7,46.66,49.4,157,5.42,20.05,35.64,75.43,247,3.14,40.07,30.99,96.52,337,0.03,10.2,28.9,2447.52,5.0,2597.16
0.16,1234.39,0.16,1116.91,0.07,1440.85,0.38,2.45,1.8,0.38,1.92,0.06,3.96,7.04,0.04,5644.2,93829.33,476.86,3.76,0.9,0.34,9.35,18.55,13.9,97.35,85,7.77,59.99,61.31,70.57,175,14.7,22.4,63.65,43.95,265,72.5,6.1,50.51,152.68,355,0.05,113.57,6.37,428.04,6.0,175.3
0.06,441.51,0.08,129.4,0.11,163.15,0.69,1.75,0.52,0.65,0.59,0.06,2.4,14.08,0.08,473.26,4851.78,18.51,1.67,1.09,0.81,5.37,4.65,17.28,173.01,9,3.53,11.26,83.38,129.1,99,6.66,8.05,48.62,151.9,189,3.2,11.82,72.91,164.77,279,-0.0,251.18,18.76,247.91,4.0,900.82
0.07,159.61,0.18,288.41,0.09,318.01,0.22,4.6,0.12,0.61,2.86,0.04,3.9,7.31,0.05,272.57,988.34,44.93,3.08,1.04,0.67,1.69,5.03,57.78,164.71,14,2.59,5.45,70.56,34.56,104,1.81,4.42,47.84,150.37,194,3.45,3.74,80.66,43.88,284,0.14,102.7,23.38,434.64,1.0,3367.39
0.13,1607.12,0.1,1130.85,0.16,1455.25,0.39,3.14,0.92,0.82,2.02,0.04,5.36,18.28,0.04,3740.34,60736.7,484.4,3.43,1.33,0.82,14.99,15.93,46.0,37.08,6,17.7,9.96,45.36,140.16,96,15.16,26.25,83.97,113.93,186,12.52,33.65,0.43,73.97,276,0.16,97.08,15.81,367.48,4.0,285.53
0.1,519.12,0.11,206.32,0.12,255.72,0.47,2.99,2.25,0.5,2.26,0.04,2.82,12.2,0.04,742.77,10102.4,167.28,1.54,1.18,0.44,34.35,1.37,89.33,0.12,4,4.8,15.29,88.59,24.18,94,4.44,10.19,13.55,118.93,184,18.6,1.07,88.23,150.95,274,0.12,413.83,28.62,240.2,5.0,984.31
0.05,500.77,0.04,1388.77,0.14,1723.54,0.11,2.97,0.25,0.44,2.78,0.04,3.52,18.6,0.06,1280.39,5575.96,282.5,1.8,0.87,0.7,20.69,4.0,21.45,137.18,27,5.54,17.05,62.24,108.14,117,20.72,1.74,2.7,170.97,207,33.84,1.64,86.93,75.82,297,-0.0,107.22,14.55,778.51,1.0,885.32
0.06,780.93,0.18,1258.71,0.06,1497.35,0.86,2.58,1.26,0.64,2.64,0.06,4.19,13.31,0.1,8449.23,203591.44,729.48,2.7,1.48,0.74,42.62,12.89,88.81,120.28,39,32.02,34.75,73.86,87.88,129,29.8,31.68,51.37,4.03,219,42.59,10.23,55.63,173.72,309,0.17,646.24,5.68,68.35,7.0,319.31
0.11,2293.06,0.05,1302.08,0.08,1449.55,0.23,1.02,2.4,0.66,2.82,0.04,4.62,5.82,0.04,9327.9,293911.29,389.68,2.75,1.29,0.47,17.27,49.61,3.36,148.79,71,164.05,7.23,71.19,74.02,161,92.07,4.87,35.14,154.87,251,13.94,68.83,51.26,5.41,341,-0.04,1375.38,5.85,673.67,8.0,225.37
0.16,322.88,0.08,1341.6,0.17,1694.59,0.48,3.08,0.95,0.33,1.02,0.06,1.48,5.33,0.07,6361.96,90386.16,1582.96,4.24,1.02,0.82,54.03,8.64,0.49,42.55,68,17.56,19.88,10.69,125.45,158,35.23,9.53,28.77,109.14,248,20.45,12.12,10.15,41.1,338,0.3,1103.61,17.38,1250.83,5.0,357.76
0.08,224.06,0.16,1585.86,0.08,1663.18,0.64,0.93,0.32,0.82,2.29,0.06,3.91,10.87,0.08,2651.61,14605.29,372.58,2.37,0.71,0.46,14.9,10.27,63.69,52.77,24,7.73,25.54,4.46,81.63,114,18.16,15.37,86.96,75.61,204,20.55,10.66,63.77,0.89,294,0.22,395.12,19.15,1132.34,2.0,786.97
0.05,1527.49,0.08,575.16,0.12,708.39,0.34,2.73,1.56,0.34,1.52,0.06,2.48,17.85,0.04,2519.91,55518.09,134.36,4.32,1.22,0.77,22.34,8.04,71.59,9.1,59,12.11,11.63,49.49,149.64,149,28.83,6.92,25.82,132.7,239,3.02,44.68,59.52,135.43,329,-0.09,1020.82,15.85,223.59,6.0,185.2
0.05,2255.17,0.04,1356.86,0.15,1465.59,0.58,4.02,1.04,0.57,1.61,0.06,5.41,24.92,0.03,9711.68,351122.57,348.32,2.02,0.88,0.74,35.22,13.98,57.94,57.71,64,17.16,38.22,84.14,14.58,154,10.88,38.73,9.99,120.41,244,39.6,21.68,55.53,26.37,334,0.38,2245.71,17.28,781.36,8.0,394.5
0.18,3902.39,0.07,230.57,0.12,245.62,0.53,2.17,0.88,0.41,0.86,0.04,0.58,5.29,0.09,1608.58,46847.82,197.16,3.59,0.94,0.64,43.19,1.9,83.57,25.14,28,6.58,20.25,54.89,146.55,118,31.22,3.2,3.63,152.01,208,14.01,5.04,4.83,136.46,298,0.21,33.35,12.57,3028.04,8.0,2148.3
0.07,1300.48,0.14,409.81,0.06,459.94,0.33,1.29,1.72,0.52,0.22,0.04,4.71,21.17,0.03,1275.87,16638.77,153.54,1.87,1.25,0.53,28.64,2.09,67.64,81.63,81,7.68,9.7,80.34,128.7,171,30.36,2.21,65.35,42.73,261,7.52,5.44,74.24,8.87,351,0.26,652.02,9.48,475.31,4.0,394.37
0.06,1612.28,0.14,551.2,0.02,599.68,0.23,2.5,1.9,0.43,2.89,0.05,1.6,22.32,0.06,2078.29,36369.99,133.3,3.96,0.99,0.75,14.45,14.75,24.16,42.97,64,9.86,22.63,43.72,20.49,154,14.66,13.23,62.08,67.45,244,22.23,6.25,44.51,47.52,334,0.16,953.37,14.27,442.39,5.0,390.38
0.06,794.68,0.12,285.72,0.09,337.75,0.24,4.48,1.4,0.41,1.34,0.05,1.08,7.81,0.05,1162.69,27762.51,159.51,2.82,1.23,0.53,12.09,11.37,15.02,122.49,16,10.31,3.59,47.35,73.68,106,4.91,16.84,23.63,54.98,196,8.13,12.7,15.15,27.6,286,0.38,609.59,23.45,951.24,5.0,1800.9
0.15,1816.21,0.03,586.27,0.15,682.11,0.77,1.9,0.78,0.47,1.06,0.07,5.81,29.96,0.07,3228.17,94601.08,471.58,4.43,1.1,0.62,9.67,20.92,11.42,2.13,23,12.83,15.83,86.74,52.95,113,14.36,11.89,80.83,176.02,203,4.23,46.98,86.47,144.48,293,0.03,830.4,23.72,1049.29,6.0,1037.95
0.12,795.79,0.08,872.16,0.03,971.38,0.42,2.94,1.0,0.31,1.65,0.05,4.47,14.83,0.1,3197.04,56931.31,109.4,1.23,1.41,0.4,10.8,23.35,29.52,80.49,54,20.04,8.99,62.1,75.13,144,8.81,24.47,85.96,125.07,234,12.05,15.21,32.75,44.53,324,0.08,596.08,24.58,459.46,4.0,587.47
0.14,2100.54,0.03,784.18,0.06,903.58,0.27,1.69,1.15,0.78,1.08,0.05,5.97,27.07,0.09,2876.56,50655.69,342.9,1.23,0.9,0.88,31.79,3.68,38.56,20.45,10,6.88,13.64,79.22,20.28,100,2.33,52.82,74.45,156.83,190,44.94,2.18,84.98,155.08,280,0.18,899.25,14.77,2162.97,5.0,1279.05
0.18,902.97,0.04,174.19,0.12,214.23,0.43,2.49,2.08,0.49,2.51,0.04,5.02,21.03,0.1,1141.15,22509.56,183.85,4.3,1.02,0.95,3.36,27.46,19.26,147.71,72,23.88,6.21,39.62,52.6,162,10.49,7.23,66.5,43.9,252,32.11,3.29,9.92,178.73,342,0.09,205.8,21.94,983.14,8.0,1990.52
0.03,49.56,0.08,939.66,0.17,1187.17,0.54,1.52,0.24,0.72,2.2,0.03,3.28,25.15,0.09,907.8,2593.24,215.34,1.62,1.04,0.65,34.43,2.33,38.76,67.02,75,8.35,8.87,34.7,121.59,165,5.34,6.17,53.16,10.54,255,3.11,21.53,58.02,108.51,345,0.3,158.17,13.97,482.33,1.0,762.01
0.09,187.9,0.14,261.34,0.06,338.19,0.45,3.32,0.49,0.67,2.76,0.07,2.96,10.25,0.08,246.39,716.57,53.08,2.55,0.79,0.84,1.71,3.59,70.21,21.01,85,1.2,12.44,40.94,59.72,175,3.1,5.09,61.25,13.37,265,3.02,4.96,48.23,21.43,355,0.05,79.05,26.29,99.96,1.0,1066.53
0.14,1553.21,0.11,199.03,0.06,201.65,0.26,4.07,1.2,0.55,0.15,0.03,2.79,22.5,0.07,1164.9,33072.04,48.65,2.55,1.01,0.67,23.91,2.15,50.64,12.04,88,1.79,24.56,34.11,171.07,178,7.53,4.12,42.55,173.63,268,7.2,8.32,55.19,175.32,358,-0.04,655.09,25.33,1017.82,8.0,2114.25
0.12,234.74,0.07,917.26,0.05,1081.51,0.45,1.18,0.27,0.64,2.31,0.03,4.4,16.76,0.06,903.64,3453.04,174.28,4.31,1.21,0.56,36.96,1.48,5.16,126.55,11,3.85,12.26,71.52,118.33,101,6.74,3.79,84.4,83.84,191,7.23,6.12,51.03,138.53,281,0.15,152.66,15.19,710.78,1.0,1093.86
0.06,1199.13,0.05,323.92,0.16,396.97,0.54,1.88,3.01,0.72,0.55,0.05,2.24,15.22,0.08,1939.05,48968.83,212.5,3.04,0.89,0.78,7.37,21.92,67.07,131.46,42,28.59,9.62,81.09,8.24,132,16.71,8.42,72.92,68.68,222,4.95,36.15,87.05,107.58,312,0.12,849.88,28.64,1484.38,7.0,2056.09
0.06,1529.08,0.02,1892.9,0.16,2435.58,0.14,2.28,1.4,0.68,1.24,0.06,2.22,28.77,0.1,5622.15,70305.54,860.39,1.38,1.04,0.58,6.15,84.37,50.35,170.16,46,7.61,43.13,48.71,7.33,136,6.88,71.61,85.6,108.3,226,32.75,17.45,81.52,116.11,316,0.05,1058.11,17.89,3013.14,4.0,1088.14
0.1,511.64,0.16,1452.4,0.03,1680.23,0.85,2.53,2.34,0.39,0.53,0.06,1.05,8.0,0.07,8093.8,192581.83,1272.82,2.9,0.88,0.68,43.55,9.62,36.78,86.03,58,8.37,123.77,40.81,165.49,148,72.42,14.02,66.54,42.48,238,50.17,8.85,33.82,138.65,328,0.05,793.21,7.19,1731.58,6.0,220.55
0.09,550.69,0.06,1921.35,0.06,2078.29,0.68,3.03,0.7,0.61,0.68,0.03,3.97,25.65,0.1,3540.46,25115.51,551.18,1.75,1.31,0.44,40.23,4.12,25.96,128.36,23,43.89,5.07,64.46,28.3,113,60.28,4.39,42.76,173.16,203,2.92,55.16,63.89,107.49,293,0.27,554.1,3.14,1051.59,2.0,232.99
0.02,1782.72,0.04,2095.38,0.05,2324.86,0.58,4.19,3.44,0.35,1.12,0.05,2.27,12.88,0.04,14579.34,292623.87,2039.59,1.07,1.22,0.84,6.96,77.39,70.58,35.6,15,28.28,38.24,80.79,9.75,105,41.74,18.74,69.37,179.88,195,15.86,32.36,35.65,179.2,285,0.29,2610.88,10.35,4066.5,8.0,345.31
0.15,973.07,0.12,985.35,0.18,1175.67,0.48,1.64,1.23,0.79,0.41,0.04,1.78,25.89,0.05,2581.34,32105.65,454.49,3.89,1.07,0.52,13.38,6.55,44.86,99.21,49,19.02,10.41,85.4,68.92,139,8.83,41.72,10.26,116.54,229,9.94,32.87,14.41,139.94,319,-0.03,52.94,7.36,1504.12,3.0,476.49
0.16,2411.97,0.15,1188.92,0.03,1324.87,0.44,2.21,2.66,0.49,1.81,0.03,5.05,13.71,0.05,6759.59,212461.85,1356.6,3.21,1.28,0.58,14.94,28.04,29.85,105.33,34,15.38,11.91,6.23,14.43,124,4.41,110.34,58.3,179.87,214,27.96,11.81,36.19,17.02,304,-0.04,1052.36,7.73,3213.68,7.0,598.86
0.15,80.49,0.15,1560.14,0.15,1561.06,0.73,2.89,0.33,0.3,0.68,0.06,1.97,10.57,0.07,1484.86,6737.88,108.9,3.1,0.94,0.78,28.19,3.45,5.46,107.89,62,8.32,21.65,73.3,17.54,152,13.62,6.48,73.36,40.93,242,11.61,9.41,14.89,132.79,332,0.16,278.2,4.19,377.56,1.0,183.92
0.11,318.98,0.17,1774.97,0.07,1864.41,0.18,1.56,2.16,0.39,2.25,0.05,3.54,24.21,0.09,11225.56,261647.69,848.86,1.08,0.94,0.46,9.35,138.35,8.33,23.72,67,15.3,56.6,78.48,8.7,157,9.55,77.95,46.48,150.54,247,25.6,40.01,55.78,133.67,337,0.09,1240.51,25.56,1462.88,8.0,609.7
0.15,663.28,0.15,698.61,0.03,777.14,0.33,1.3,1.3,0.46,0.76,0.05,5.31,17.19,0.03,3132.02,47535.86,309.09,2.16,1.33,0.52,3.99,59.08,40.29,78.07,40,27.92,5.91,40.79,11.03,130,2.65,33.84,4.43,137.62,220,23.75,4.39,11.5,68.08,310,0.38,109.53,2.38,849.85,5.0,146.69
0.08,314.72,0.16,632.9,0.16,691.17,0.53,4.99,0.72,0.66,2.75,0.05,1.28,26.9,0.08,1064.08,7450.13,254.21,3.44,1.0,0.6,8.55,6.32,70.09,60.37,61,9.44,11.15,38.21,83.34,151,9.1,8.04,26.12,62.55,241,16.48,7.85,40.25,85.34,331,0.27,248.53,12.84,120.71,2.0,330.6
0.04,1370.37,0.17,652.5,0.14,707.24,0.37,1.52,1.68,0.37,2.89,0.03,1.21,17.89,0.06,3012.88,49525.26,705.9,3.46,1.22,0.53,13.96,14.25,24.66,10.85,73,11.53,30.97,55.76,54.35,163,8.69,23.37,40.69,40.54,253,7.45,27.53,70.93,21.54,343,0.28,1252.25,17.08,1973.73,6.0,1122.93
0.13,2034.18,0.06,2328.38,0.15,2953.23,0.81,3.44,1.68,0.59,1.75,0.05,4.96,27.56,0.05,16778.1,474296.03,993.95,1.66,1.33,0.53,43.83,28.05,62.01,69.2,54,55.15,21.89,76.74,103.88,144,36.71,23.49,52.19,159.47,234,149.65,5.99,15.76,99.59,324,0.29,2161.87,15.26,2493.7,8.0,447.98
0.16,1429.53,0.18,588.13,0.07,650.01,0.32,4.52,1.61,0.83,0.86,0.06,4.37,5.09,0.07,2948.65,64884.5,70.31,2.1,1.3,0.72,73.9,4.26,6.22,24.79,51,36.74,4.25,3.26,121.23,141,13.53,23.42,87.95,83.53,231,15.45,25.39,72.16,85.49,321,0.11,209.92,6.97,499.09,7.0,341.02
0.03,1090.43,0.12,238.36,0.17,289.19,0.58,3.64,2.66,0.62,2.16,0.06,2.19,9.27,0.08,1576.8,42852.24,262.43,3.52,1.3,0.72,7.3,21.71,38.35,57.52,59,14.1,7.93,5.07,89.9,149,58.75,4.28,87.56,161.27,239,6.67,16.3,70.52,130.14,329,0.31,92.21,25.17,110.37,7.0,322.98
0.12,393.28,0.06,647.3,0.04,650.35,0.89,3.55,1.88,0.54,1.95,0.05,3.97,29.39,0.08,2408.93,24501.8,457.77,2.41,1.25,0.32,12.31,12.82,24.22,129.98,63,8.83,24.51,52.56,171.39,153,19.77,18.22,18.88,79.82,243,12.78,14.16,87.85,80.88,333,0.24,762.19,1.23,333.96,4.0,278.34
0.08,925.95,0.04,1379.72,0.12,1575.62,0.44,4.98,1.14,0.56,2.19,0.06,4.5,19.52,0.04,3177.59,39001.2,711.26,1.21,1.49,0.47,11.3,21.8,54.43,11.98,12,16.08,12.17,52.38,30.79,102,21.92,18.96,22.22,107.16,192,9.09,17.54,45.35,26.08,282,-0.08,687.95,13.52,675.43,3.0,463.25
0.04,269.67,0.05,1754.95,0.14,2148.3,0.73,3.78,2.94,0.49,0.48,0.03,2.54,23.94,0.07,11236.87,206625.1,295.87,1.4,0.92,0.45,58.33,7.15,38.56,91.56,81,45.46,32.08,75.91,108.9,171,122.16,6.46,17.64,125.86,261,15.87,58.69,88.94,145.3,351,0.34,165.37,12.85,1402.42,7.0,252.47
0.02,184.74,0.04,313.44,0.16,315.92,0.59,1.41,0.26,0.57,1.07,0.05,0.54,18.46,0.06,577.39,2991.78,42.34,3.52,1.4,0.44,7.34,5.55,70.98,25.14,48,12.35,2.97,11.84,140.37,138,3.51,23.08,36.49,79.64,228,3.44,12.71,3.45,155.53,318,0.15,178.76,14.59,360.47,2.0,828.02
0.13,498.7,0.14,866.39,0.15,950.02,0.87,2.46,0.86,0.38,0.2,0.06,3.87,23.56,0.05,1467.65,10644.24,70.71,1.27,0.7,0.94,9.37,12.67,17.91,156.51,86,45.08,1.99,80.99,51.73,176,2.3,25.57,85.1,80.58,266,7.8,9.02,65.47,58.56,356,0.2,78.88,8.08,1115.52,2.0,603.17
0.18,1644.45,0.1,492.25,0.11,588.58,0.3,3.97,1.29,0.68,1.95,0.06,2.33,18.76,0.03,1158.7,16572.19,138.42,2.55,1.11,0.75,6.49,5.86,26.05,108.45,64,24.8,3.39,14.15,42.41,154,12.78,9.02,42.85,96.4,244,5.99,10.64,21.95,143.22,334,0.27,648.13,22.13,424.28,3.0,809.01
0.04,753.63,0.13,254.13,0.07,268.87,0.84,4.65,1.41,0.71,2.82,0.06,0.99,27.09,0.09,680.17,7111.98,58.68,3.15,0.87,0.48,16.69,6.01,47.96,4.54,66,3.37,15.93,8.43,176.8,156,4.17,8.5,51.3,113.1,246,11.16,6.79,30.62,21.29,336,0.09,14.96,0.98,848.67,3.0,305.17
0.13,912.79,0.13,1492.06,0.08,1822.44,0.27,1.77,1.72,0.73,1.62,0.06,2.51,23.92,0.09,5203.24,72060.43,417.69,3.34,1.11,0.81,14.07,23.73,64.73,137.61,10,12.44,22.71,34.01,38.38,100,16.89,15.24,14.58,39.41,190,8.36,13.75,61.74,152.4,280,0.04,329.51,28.01,1942.02,4.0,1011.55
0.18,590.36,0.12,903.5,0.06,965.7,0.78,2.94,0.58,0.41,0.77,0.06,3.96,16.43,0.04,1478.14,13395.17,114.07,1.02,0.94,0.41,7.9,8.23,58.69,140.92,51,13.06,12.54,21.36,167.45,141,53.93,2.61,60.35,103.74,231,24.8,8.34,40.12,91.65,321,0.29,332.85,15.11,1353.77,2.0,1329.62
0.04,254.76,0.16,397.9,0.08,505.03,0.33,4.42,0.42,0.48,0.73,0.04,3.94,26.68,0.04,375.0,1550.99,75.91,2.16,0.7,0.55,3.48,9.66,46.34,169.42,51,7.74,4.24,77.51,157.99,141,3.64,10.47,82.22,79.21,231,5.93,5.13,89.54,170.05,321,0.35,92.85,26.81,167.15,1.0,1238.13
0.06,874.71,0.1,1383.2,0.03,1418.29,0.88,0.85,1.48,0.79,0.57,0.05,4.41,17.75,0.05,4549.22,77322.73,255.46,1.02,1.21,0.44,14.53,32.37,44.6,107.23,73,4.94,63.05,68.26,60.06,163,95.28,5.04,81.87,13.78,253,11.88,39.27,39.78,114.06,343,0.3,35.73,22.25,2063.7,4.0,980.61
0.09,1534.91,0.03,822.79,0.1,956.71,0.75,2.82,2.96,0.44,1.68,0.07,4.27,16.09,0.09,5036.45,150599.14,221.3,3.49,0.75,0.82,36.52,6.75,57.14,95.5,82,19.05,17.19,63.72,11.76,172,8.02,25.57,47.89,3.97,262,12.51,26.28,42.24,142.35,352,0.24,1081.22,17.95,647.82,8.0,555.62
0.16,2071.38,0.16,705.01,0.08,813.67,0.66,2.64,0.92,0.77,2.88,0.06,3.66,7.09,0.08,2172.55,29560.56,382.58,1.22,1.39,0.46,4.32,28.41,10.8,120.48,33,6.84,22.6,52.02,49.89,123,2.76,21.27,38.25,71.78,213,6.4,28.97,10.01,9.87,303,0.31,60.06,23.16,1298.27,4.0,1431.13
0.07,1769.68,0.09,832.24,0.1,856.03,0.65,4.07,1.0,0.8,1.79,0.06,3.14,22.34,0.05,3346.8,53226.59,717.53,1.87,1.21,0.43,17.12,13.56,50.82,108.09,1,17.25,11.04,58.82,36.88,91,6.18,40.6,13.52,23.81,181,5.5,17.53,78.14,111.08,271,-0.08,869.05,13.43,919.0,5.0,531.9
0.13,869.38,0.17,630.57,0.06,706.33,0.25,1.26,1.23,0.35,1.95,0.04,4.56,12.51,0.03,1697.11,15996.13,183.06,1.99,0.99,0.9,4.74,24.49,17.14,55.15,51,18.25,3.53,33.32,177.69,141,27.3,2.62,4.1,100.08,231,39.89,1.76,63.03,82.14,321,0.12,108.19,12.66,441.2,3.0,340.05
0.08,457.15,0.06,507.47,0.16,576.56,0.34,2.56,0.46,0.38,1.78,0.06,2.33,8.68,0.06,460.48,1444.05,88.27,4.31,0.72,0.71,2.58,12.74,20.79,135.74,48,5.38,4.85,76.86,114.63,138,9.27,1.79,47.39,179.69,228,7.25,2.27,33.34,162.93,318,0.24,62.24,1.05,868.32,1.0,220.48
0.14,613.95,0.17,673.29,0.15,764.62,0.16,4.69,0.7,0.39,0.69,0.04,2.28,15.92,0.04,1232.95,7530.26,38.35,1.3,0.81,0.81,2.66,12.57,51.19,137.77,33,8.67,6.26,65.32,112.61,123,6.38,9.98,52.04,10.09,213,3.74,15.57,5.41,30.22,303,0.04,445.71,0.62,220.57,2.0,83.44
